""	"chr"	"pos"	"HeadingDays"	"PlantHeight"	"Biomass"	"Tillers"	"GrainYield"
"0100334436"	"1"	0	0.233206767784991	1.64222293425921	0.378451049611074	0.0341464525422028	0.00425749187257995
"0100933149"	"1"	1.098945	0.145608210422583	1.30193378866328	0.251524665610269	0.020655906801881	0.00441531382009019
"0101037320"	"1"	1.098945	0.145608210422583	1.30193378866328	0.251524665610269	0.020655906801881	0.00441531382009019
"0101044419"	"1"	1.098945	0.145608210422583	1.30193378866328	0.251524665610269	0.020655906801881	0.00441531382009019
"0101051618"	"1"	1.098945	0.145608210422583	1.30193378866328	0.251524665610269	0.020655906801881	0.00441531382009019
"0101117375"	"1"	1.098945	0.145608210422583	1.30193378866328	0.251524665610269	0.020655906801881	0.00441531382009019
"0101162495"	"1"	1.098945	0.145608210422583	1.30193378866328	0.251524665610269	0.020655906801881	0.00441531382009019
"0101180952"	"1"	1.098945	0.145608210422583	1.30193378866328	0.251524665610269	0.020655906801881	0.00441531382009019
"0101677827"	"1"	1.098945	0.145608210422583	1.30193378866328	0.251524665610269	0.020655906801881	0.00441531382009019
"0101743228"	"1"	1.098945	0.145608210422583	1.30193378866328	0.251524665610269	0.020655906801881	0.00441531382009019
"0101841895"	"1"	10.31523	0.00131775579338456	0.643702648773349	0.618605373129661	0.110018893378713	0.18090221027826
"0101859369"	"1"	10.31523	0.00131775579338456	0.643702648773349	0.618605373129661	0.110018893378713	0.18090221027826
"0101883377"	"1"	10.31523	0.00131775579338456	0.643702648773349	0.618605373129661	0.110018893378713	0.18090221027826
"0101926476"	"1"	10.31523	0.00131775579338456	0.643702648773349	0.618605373129661	0.110018893378713	0.18090221027826
"0101939886"	"1"	10.31523	0.00131775579338456	0.643702648773349	0.618605373129661	0.110018893378713	0.18090221027826
"0102071479"	"1"	12.867662	0.00557429816761967	0.69918531900285	0.80440468026349	0.103777958788352	0.277407509343983
"0102096842"	"1"	12.867662	0.00557429816761967	0.69918531900285	0.80440468026349	0.103777958788352	0.277407509343983
"0102103996"	"1"	12.867662	0.00557429816761967	0.69918531900285	0.80440468026349	0.103777958788352	0.277407509343983
"0102114225"	"1"	12.867662	0.00557429816761967	0.69918531900285	0.80440468026349	0.103777958788352	0.277407509343983
"0102273510"	"1"	16.39854	0.000407859787701526	1.106681911982	0.764390432709552	0.00291165912100633	0.185845621963383
"0102356148"	"1"	16.39854	0.000407859787701526	1.106681911982	0.764390432709552	0.00291165912100633	0.185845621963383
"0102374494"	"1"	16.39854	0.000407859787701526	1.106681911982	0.764390432709552	0.00291165912100633	0.185845621963383
"0103367936"	"1"	16.39854	0.000407859787701526	1.106681911982	0.764390432709552	0.00291165912100633	0.185845621963383
"0104151178"	"1"	16.39854	0.000407859787701526	1.106681911982	0.764390432709552	0.00291165912100633	0.185845621963383
"0104227805"	"1"	21.280463	0.000157128356745639	0.470109612982484	0.818223274208862	0.101261944357509	0.264098517360796
"0104276532"	"1"	21.280463	0.000157128356745639	0.470109612982484	0.818223274208862	0.101261944357509	0.264098517360796
"0104514513"	"1"	21.280463	0.000157128356745639	0.470109612982484	0.818223274208862	0.101261944357509	0.264098517360796
"0104612138"	"1"	21.280463	0.000157128356745639	0.470109612982484	0.818223274208862	0.101261944357509	0.264098517360796
"0104651462"	"1"	21.280463	0.000157128356745639	0.470109612982484	0.818223274208862	0.101261944357509	0.264098517360796
"0104677443"	"1"	21.280463	0.000157128356745639	0.470109612982484	0.818223274208862	0.101261944357509	0.264098517360796
"0104751364"	"1"	23.553582	0.000646907843498967	0.423755659470695	0.473932602037683	0.0383888868756261	0.0283612479773496
"0104989034"	"1"	23.553582	0.000646907843498967	0.423755659470695	0.473932602037683	0.0383888868756261	0.0283612479773496
"0104995156"	"1"	23.553582	0.000646907843498967	0.423755659470695	0.473932602037683	0.0383888868756261	0.0283612479773496
"0105502090"	"1"	23.553582	0.000646907843498967	0.423755659470695	0.473932602037683	0.0383888868756261	0.0283612479773496
"0105748132"	"1"	23.553582	0.000646907843498967	0.423755659470695	0.473932602037683	0.0383888868756261	0.0283612479773496
